Id, Latency
1, 5593
2, 2469
3, 2292
4, 2266
5, 2610
6, 2265
7, 2265
8, 2246
9, 2204
10, 2263
11, 2205
12, 2226
13, 2249
14, 2240
15, 2252
16, 2285
17, 2305
18, 2629
19, 2187
20, 2260
21, 2285
22, 2273
23, 2222
24, 2264
25, 2241
26, 2292
27, 2263
28, 2269
29, 2264
30, 2265
31, 2284
32, 2279
33, 2270
34, 2318
35, 2256
36, 2286
37, 2240
38, 2274
39, 2229
40, 2260
41, 2229
42, 2277
43, 2352
44, 2308
45, 2294
46, 2275
47, 2268
48, 2294
49, 2338
50, 2300
51, 2282
52, 2233
53, 2328
54, 2247
55, 2253
56, 2346
57, 2266
58, 2397
59, 2264
60, 2276
61, 2291
62, 2298
63, 2336
64, 2331
65, 2317
66, 2305
67, 2297
68, 5833
69, 2610
70, 2375
71, 2304
72, 2388
73, 2345
74, 2370
75, 2317
76, 2349
77, 2255
78, 2340
79, 2291
80, 2305
81, 2295
82, 2336
83, 2305
84, 2341
85, 2353
86, 2318
87, 2362
88, 2490
89, 2351
90, 2534
91, 2394
92, 2422
93, 2791
94, 2394
95, 2442
96, 2518
97, 2353
98, 2404
99, 2346
100, 2376
101, 2449
102, 2634
103, 2406
104, 2411
105, 2361
106, 2346
107, 2313
108, 2386
109, 2378
110, 2335
111, 2401
112, 2397
113, 2448
114, 2349
115, 2373
116, 2366
117, 2473
118, 2612
119, 2492
120, 2422
121, 2325
122, 2349
123, 2400
124, 2389
125, 2458
126, 2485
127, 2379
128, 3554
129, 2449
130, 2375
131, 2396
132, 2459
133, 3310
134, 2353
135, 2388
136, 2367
137, 2319
138, 2420
139, 2348
140, 2334
141, 2397
142, 2356
143, 2334
144, 2379
145, 2315
146, 2333
147, 2347
148, 2315
149, 2399
150, 2290
151, 2356
152, 2330
153, 2357
154, 2375
155, 2454
156, 2422
157, 2360
158, 2328
159, 2340
160, 2355
161, 2365
162, 2627
163, 2395
164, 2377
165, 2320
166, 2347
167, 2342
168, 2348
169, 2381
170, 2382
171, 2347
172, 2400
173, 2381
174, 2378
175, 2330
176, 2916
177, 2370
178, 2680
179, 2371
180, 2374
181, 2357
182, 2589
183, 2334
184, 2366
185, 2347
186, 2403
187, 2370
188, 2399
189, 2371
190, 2338
191, 2326
192, 2403
193, 2392
194, 2370
195, 2342
196, 2359
197, 2364
198, 2342
199, 2334
200, 2535
201, 2365
202, 2357
203, 2346
204, 2378
205, 2340
206, 2314
207, 2337
208, 2378
209, 2343
210, 2408
211, 2348
212, 2418
213, 2382
214, 2346
215, 2371
216, 2462
217, 2327
218, 2371
219, 2365
220, 2384
221, 2366
222, 2727
223, 2383
224, 2383
225, 2381
226, 2332
227, 2373
228, 2371
229, 2329
230, 2396
231, 2370
232, 2367
233, 2366
234, 2418
235, 2352
236, 2365
237, 2459
238, 2412
239, 2324
240, 2401
241, 3461
242, 2436
243, 2392
244, 2508
245, 2353
246, 2312
247, 2328
248, 2355
249, 2324
250, 2378
251, 2293
252, 2436
253, 2401
254, 2735
255, 2480
256, 2444
257, 2340
258, 2424
259, 2455
260, 2422
261, 2471
262, 2401
263, 2361
264, 2401
265, 2393
266, 2507
267, 2381
268, 2322
269, 2326
270, 2373
271, 2408
272, 2341
273, 2318
274, 2332
275, 2336
276, 2507
277, 2369
278, 2451
279, 2412
280, 2357
281, 2376
282, 2584
283, 2381
284, 2358
285, 2313
286, 2344
287, 2355
288, 2508
289, 2321
290, 2362
291, 2320
292, 2385
293, 2307
294, 2350
295, 2347
296, 2476
297, 2393
298, 2432
299, 2448
300, 2371
301, 2409
302, 2387
303, 2391
304, 2352
305, 2454
306, 2395
307, 2327
308, 2354
309, 2313
310, 2520
311, 2385
312, 2369
313, 2325
314, 2366
315, 2367
316, 2433
317, 2431
318, 2496
319, 2540
320, 2507
321, 2411
322, 2410
323, 2412
324, 2461
325, 2369
326, 2427
327, 3901
328, 2454
329, 2450
330, 2408
331, 2466
332, 2553
333, 2385
334, 2433
335, 2412
336, 2501
337, 2403
338, 2436
339, 2407
340, 2577
341, 2432
342, 2621
343, 2479
344, 2458
345, 2433
346, 2400
347, 2402
348, 2506
349, 2499
350, 2392
351, 2562
352, 2483
353, 2363
354, 2594
355, 2436
356, 2552
357, 2384
358, 2409
359, 2346
360, 2386
361, 2349
362, 2397
363, 2355
364, 2480
365, 2427
366, 2426
367, 2327
368, 2421
369, 2330
370, 2367
371, 2298
372, 2358
373, 2324
374, 2356
375, 2321
376, 2565
377, 2395
378, 2495
379, 2330
380, 2388
381, 2352
382, 2412
383, 2351
384, 2458
385, 2371
386, 2351
387, 2342
388, 2393
389, 2352
390, 2321
391, 2345
392, 2369
393, 2370
394, 2428
395, 2327
396, 2345
397, 2386
398, 2554
399, 2386
400, 2407
401, 2346
402, 2470
403, 2343
404, 2417
405, 2363
406, 2409
407, 2323
408, 2365
409, 2353
410, 2410
411, 2314
412, 4284
413, 3294
414, 2721
415, 2624
416, 2635
417, 2565
418, 2539
419, 2530
420, 2763
421, 2608
422, 2557
423, 2549
424, 2592
425, 2852
426, 2648
427, 2927
428, 2632
429, 2612
430, 2659
431, 2631
432, 2590
433, 2589
434, 2569
435, 2606
436, 2640
437, 2568
438, 2594
439, 2645
440, 2622
441, 2722
442, 2826
443, 2596
444, 2601
445, 2538
446, 2569
447, 2608
448, 2613
449, 2588
450, 2601
451, 2534
452, 2620
453, 2823
454, 2574
455, 2553
456, 2617
457, 2729
458, 2633
459, 2608
460, 2649
461, 2585
462, 2826
463, 2580
464, 2870
465, 2654
466, 2651
467, 2678
468, 2683
469, 2720
470, 2611
471, 2577
472, 2614
473, 3901
474, 2792
475, 2641
476, 2592
477, 2615
478, 2616
479, 2679
480, 2666
481, 2641
482, 2636
483, 2637
484, 2641
485, 3106
486, 2827
487, 2645
488, 2703
489, 2727
490, 2634
491, 2524
492, 2593
