Id, Latency
1, 1282
2, 1309
3, 1280
4, 1286
5, 1281
6, 1286
7, 1311
8, 1302
9, 1316
10, 1326
11, 1279
12, 1283
13, 1283
14, 1309
15, 1279
16, 1300
17, 1280
18, 1307
19, 1276
20, 1280
21, 1278
22, 1281
23, 1313
24, 1285
25, 1280
26, 1276
27, 1316
28, 1281
29, 1277
30, 1282
31, 1291
32, 1301
33, 1281
34, 1274
35, 1283
36, 1293
37, 1301
38, 1290
39, 1279
40, 1283
41, 1286
42, 1275
43, 1282
44, 1305
45, 1278
46, 1293
47, 1278
48, 1279
49, 1281
50, 1281
51, 1287
52, 1308
53, 1277
54, 1277
55, 1299
56, 1288
57, 1281
58, 1278
59, 1316
60, 1278
61, 1287
62, 1281
63, 1280
64, 1329
65, 1285
66, 1279
67, 1293
68, 1322
69, 1296
70, 1315
71, 1341
72, 1280
73, 1313
74, 1281
75, 1282
76, 1289
77, 1309
78, 1353
79, 1284
80, 1300
81, 1282
82, 1356
83, 1295
84, 1291
85, 1361
86, 1288
87, 1331
88, 1359
89, 1302
90, 1289
91, 1278
92, 1293
93, 1307
94, 1300
95, 1351
96, 1292
97, 1278
98, 1281
99, 1287
100, 1281
101, 1301
102, 1291
103, 1346
104, 1357
105, 1277
106, 1327
107, 1313
108, 1279
109, 1301
110, 1281
111, 1289
112, 1293
113, 1282
114, 1296
115, 1359
116, 1283
117, 1281
118, 1303
119, 1301
120, 1298
121, 1302
122, 1286
123, 1330
124, 1309
125, 1292
126, 1285
127, 1301
128, 1296
129, 1304
130, 1297
131, 1313
132, 1307
133, 1278
134, 1311
135, 1308
136, 1317
137, 1301
138, 1288
139, 1284
140, 1306
141, 1292
142, 1287
143, 1289
144, 1306
145, 1279
146, 1281
147, 1358
148, 1294
149, 1300
150, 1287
151, 1310
152, 1323
153, 1286
154, 1281
155, 1308
156, 1310
157, 1291
158, 1300
159, 1342
160, 1306
161, 1323
162, 1297
163, 1294
164, 1322
165, 1325
166, 1333
167, 1278
168, 1286
169, 1320
170, 1317
171, 1323
172, 1313
173, 1290
174, 1292
175, 1299
176, 1324
177, 1303
178, 1288
179, 1314
180, 1297
181, 1281
182, 1354
183, 1280
184, 1350
185, 1300
186, 1292
187, 1320
188, 1333
189, 1292
190, 1288
191, 1341
192, 1290
193, 1292
194, 1311
195, 1289
196, 1355
197, 1292
198, 1280
199, 1308
200, 1294
201, 1331
202, 1285
203, 1296
204, 1302
205, 1307
206, 1283
207, 1300
208, 1294
209, 1284
210, 1327
211, 1283
212, 1281
213, 1327
214, 1360
215, 1292
216, 1301
217, 1296
218, 1316
219, 1295
220, 1295
221, 1302
222, 1285
223, 1329
224, 1287
225, 1283
226, 1287
227, 1285
228, 1304
229, 1302
230, 1279
231, 1284
232, 1343
233, 1285
234, 1287
235, 1320
236, 1317
237, 1280
238, 1352
239, 1288
240, 1320
241, 1344
242, 1300
243, 1301
244, 1282
245, 1288
246, 1308
247, 1291
248, 1354
249, 1351
250, 1302
251, 1302
252, 1296
253, 1311
254, 1324
255, 1294
256, 1289
257, 1327
258, 1276
259, 1284
260, 1297
261, 1295
262, 1311
263, 1302
264, 1325
265, 1282
266, 1293
267, 1290
268, 1342
269, 1287
270, 1320
271, 1331
272, 1297
273, 1296
274, 1280
275, 1319
276, 1309
277, 1295
278, 1282
279, 1290
280, 1282
281, 1306
282, 1286
283, 1337
284, 1304
285, 1289
286, 1283
287, 1329
288, 1303
289, 1282
290, 1321
291, 1289
292, 1284
293, 1286
294, 1287
295, 1313
296, 1321
297, 1314
298, 1305
299, 1301
300, 1293
301, 1288
302, 1321
303, 1281
304, 1303
305, 1299
306, 1347
307, 1281
308, 1286
309, 1322
310, 1294
311, 1292
312, 1302
313, 1312
314, 1315
315, 1282
316, 1296
317, 1299
318, 1288
319, 1324
320, 1289
321, 1296
322, 1301
323, 1288
324, 1288
325, 1358
326, 1307
327, 1296
328, 1290
329, 1314
330, 1327
331, 1298
332, 1311
333, 1297
334, 1307
335, 1306
336, 1302
337, 1289
338, 1293
339, 1292
340, 1293
341, 1309
342, 1288
343, 1332
344, 1327
345, 1286
346, 1295
347, 1286
348, 1311
349, 1331
350, 1342
351, 1293
352, 1309
353, 1286
354, 1298
355, 1376
356, 1348
357, 1302
358, 1294
359, 1294
360, 1306
361, 1330
362, 1288
363, 1288
364, 1311
365, 1323
366, 1294
367, 1300
368, 1335
369, 1304
370, 1288
371, 1293
372, 1295
373, 1320
374, 1282
375, 1331
376, 1321
377, 1287
378, 1307
379, 1283
380, 1306
381, 1354
382, 1345
383, 1314
384, 1314
385, 1378
386, 1387
387, 1297
388, 1296
389, 1344
390, 1306
391, 1283
392, 1289
393, 1297
394, 1292
395, 1364
396, 1306
397, 1297
398, 1296
399, 1294
400, 1286
401, 1284
402, 1290
403, 1283
404, 1288
405, 1297
406, 1305
407, 1368
408, 1293
409, 1299
410, 1280
411, 1294
412, 1293
413, 1283
414, 1305
415, 1288
416, 1300
417, 1324
418, 1289
419, 1296
420, 1293
421, 1292
422, 1280
423, 1382
424, 1295
425, 1286
426, 1290
427, 1304
428, 1305
429, 1308
430, 1288
431, 1331
432, 1296
433, 1319
434, 1300
435, 1341
436, 1308
437, 1295
438, 1300
439, 1298
440, 1287
441, 1307
442, 1304
443, 1313
444, 1298
445, 1301
446, 1300
447, 1372
448, 1299
449, 1312
450, 1332
451, 1312
452, 1310
453, 1282
454, 1320
455, 1280
456, 1322
457, 1286
458, 1282
459, 1299
460, 1286
461, 1359
462, 1345
463, 1305
464, 1294
465, 1280
466, 1297
467, 1323
468, 1293
469, 1290
470, 1301
471, 1288
472, 1300
473, 1334
474, 1318
475, 1295
476, 1281
477, 1286
478, 1277
479, 1287
480, 1287
481, 1288
482, 1309
483, 1287
484, 1282
485, 1289
486, 1299
487, 1306
488, 1289
489, 1318
490, 1298
491, 1300
492, 1291
493, 1293
494, 1292
495, 1293
496, 1308
497, 1287
498, 1305
499, 1287
500, 1337
501, 1277
502, 1302
503, 1302
504, 1284
505, 1294
506, 1345
507, 1288
508, 1305
509, 1284
510, 1294
511, 1300
512, 1321
513, 1334
514, 1302
515, 1319
516, 1318
517, 1279
518, 1287
519, 1314
520, 1288
521, 1285
522, 1284
523, 1282
524, 1283
525, 1302
526, 1340
527, 1292
528, 1287
529, 1333
530, 1282
531, 1281
532, 1321
533, 1303
534, 1321
535, 1287
536, 1304
537, 1283
538, 1323
539, 1285
540, 1296
541, 1297
542, 1281
543, 1296
544, 1281
545, 1296
546, 1309
547, 1285
548, 1303
549, 1298
550, 1293
551, 1289
552, 1320
553, 1301
554, 1284
555, 1292
556, 1299
557, 1299
558, 1282
559, 1288
560, 1351
561, 1298
562, 1289
563, 1316
564, 1282
565, 1294
566, 1299
567, 1284
568, 1281
569, 1327
570, 1287
571, 1311
572, 1311
573, 1284
574, 1326
575, 1296
576, 1298
577, 1279
578, 1281
579, 1298
580, 1283
581, 1284
582, 1305
583, 1284
584, 1284
585, 1342
586, 1292
587, 1286
588, 1293
589, 1322
590, 1303
591, 1288
592, 1304
593, 1294
594, 1295
595, 1305
596, 1319
597, 1298
598, 1293
599, 1284
600, 1291
601, 1289
602, 1290
603, 1284
604, 1332
605, 1305
606, 1281
607, 1302
608, 1283
609, 1284
610, 1296
611, 1286
612, 1302
613, 1303
614, 1289
615, 1281
616, 1278
617, 1289
618, 1299
619, 1291
620, 1308
621, 1283
622, 1302
623, 1307
624, 1311
625, 1287
626, 1286
627, 1280
628, 1278
629, 1327
630, 1350
631, 1292
632, 1326
633, 1289
634, 1293
635, 1311
636, 1305
637, 1306
638, 1301
639, 1289
640, 1288
641, 1283
642, 1292
643, 1304
644, 1296
645, 1304
646, 1312
647, 1294
648, 1316
649, 1301
650, 1292
651, 1357
652, 1296
653, 1284
654, 1303
655, 1293
656, 1305
657, 1287
658, 1330
659, 1301
660, 1283
661, 1304
662, 1300
663, 1291
664, 1335
665, 1313
666, 1279
667, 1302
668, 1299
669, 1284
670, 1293
671, 1275
672, 1305
673, 1294
674, 1332
675, 1291
676, 1321
677, 1295
678, 1311
679, 1303
680, 1295
681, 1294
682, 1303
683, 1300
684, 1279
685, 1307
686, 1308
687, 1296
688, 1295
689, 1281
690, 1282
691, 1297
692, 1295
693, 1277
694, 1293
695, 1283
696, 1283
697, 1289
698, 1310
699, 1324
700, 1316
701, 1333
702, 1286
703, 1296
704, 1302
705, 1306
706, 1291
707, 1287
708, 1302
709, 1304
710, 1349
711, 1294
712, 1308
713, 1307
714, 1284
715, 1308
716, 1290
717, 1306
718, 1295
719, 1287
720, 1324
721, 1297
722, 1302
723, 1309
724, 1350
725, 1306
726, 1298
727, 1288
728, 1298
729, 1287
730, 1279
731, 1286
732, 1296
733, 1289
734, 1307
735, 1290
736, 1326
737, 1332
738, 1293
739, 1286
740, 1323
741, 1332
742, 1278
743, 1302
744, 1281
745, 1315
746, 1294
747, 1293
748, 1286
749, 1286
750, 1291
751, 1286
752, 1285
753, 1292
754, 1298
755, 1285
756, 1332
757, 1299
758, 1313
759, 1287
760, 1290
761, 1290
762, 1295
763, 1296
764, 1299
765, 1295
766, 1306
767, 1292
768, 1304
769, 1283
770, 1313
771, 1302
772, 1283
773, 1290
774, 1297
775, 1317
776, 1298
777, 1279
778, 1279
779, 1289
780, 1285
781, 1299
782, 1288
783, 1295
784, 1291
785, 1284
786, 1287
787, 1309
788, 1283
789, 1284
790, 1293
791, 1298
792, 1286
793, 1282
794, 1311
795, 1281
796, 1299
797, 1276
798, 1285
799, 1308
800, 1314
801, 1296
802, 1287
803, 1294
804, 1281
805, 1281
806, 1298
807, 1285
808, 1298
809, 1281
810, 1293
811, 1341
812, 1298
813, 1291
814, 1290
815, 1313
816, 1282
817, 1281
818, 1280
819, 1292
820, 1288
821, 1317
822, 1293
823, 1284
824, 1304
825, 1285
826, 1281
827, 1277
828, 1287
829, 1294
830, 1282
831, 1294
832, 1325
833, 1284
834, 1286
835, 1286
836, 1282
837, 1339
838, 1309
839, 1284
840, 1298
841, 1302
842, 1292
843, 1301
844, 1287
845, 1296
846, 1291
847, 1298
848, 1297
849, 1286
850, 1291
851, 1294
852, 1281
853, 1278
854, 1279
855, 1293
856, 1285
857, 1287
858, 1317
859, 1296
860, 1284
861, 1303
862, 1301
863, 1281
864, 1304
865, 1295
866, 1302
867, 1307
868, 1293
869, 1297
870, 1284
871, 1302
872, 1315
873, 1303
874, 1282
875, 1297
876, 1300
877, 1302
878, 1296
879, 1294
880, 1292
881, 1289
882, 1308
883, 1284
884, 1300
885, 1283
886, 1305
887, 1308
888, 1295
889, 1279
890, 1277
891, 1288
892, 1286
893, 1296
894, 1305
895, 1283
896, 1296
897, 1282
898, 1295
899, 1293
900, 1305
901, 1298
902, 1277
903, 1291
904, 1308
905, 1300
906, 1285
907, 1281
908, 1300
909, 1282
910, 1333
911, 1310
912, 1280
913, 1316
914, 1296
915, 1289
916, 1290
917, 1300
918, 1294
919, 1293
920, 1287
921, 1305
922, 1284
923, 1292
924, 1276
925, 1278
926, 1280
927, 1326
928, 1286
929, 1293
930, 1305
931, 1288
932, 1300
933, 1284
934, 1285
935, 1300
936, 1290
937, 1286
938, 1301
939, 1284
940, 1305
941, 1322
942, 1286
943, 1292
944, 1291
945, 1286
946, 1299
947, 1284
948, 1284
949, 1296
950, 1304
951, 1322
952, 1296
953, 1280
954, 1335
955, 1295
956, 1286
957, 1290
958, 1291
959, 1294
960, 1279
961, 1286
962, 1284
963, 1331
964, 1296
965, 1283
966, 1301
967, 1328
968, 1281
969, 1304
970, 1292
971, 1288
972, 1300
973, 1280
974, 1286
975, 1283
976, 1279
977, 1301
978, 1291
979, 1281
980, 1327
981, 1288
982, 1292
983, 1285
984, 1305
985, 1280
986, 1321
987, 1280
988, 1294
989, 1303
990, 1302
991, 1296
992, 1293
993, 1290
994, 1283
995, 1283
996, 1289
997, 1301
998, 1300
999, 1301
1000, 1284
1001, 1284
1002, 1287
1003, 1300
1004, 1295
1005, 1295
1006, 1297
1007, 1285
1008, 1284
1009, 1298
1010, 1299
1011, 1291
1012, 1296
1013, 1302
1014, 1294
1015, 1328
1016, 1322
1017, 1296
1018, 1300
1019, 1304
1020, 1291
1021, 1322
1022, 1284
1023, 1304
1024, 1295
1025, 1312
1026, 1292
1027, 1282
1028, 1285
1029, 1297
1030, 1299
1031, 1300
1032, 1314
1033, 1302
1034, 1337
1035, 1315
1036, 1303
1037, 1335
1038, 1285
1039, 1280
1040, 1311
1041, 1288
1042, 1285
1043, 1297
1044, 1284
1045, 1321
1046, 1294
1047, 1292
1048, 1300
1049, 1293
1050, 1307
1051, 1297
1052, 1283
1053, 1304
1054, 1299
1055, 1297
1056, 1288
1057, 1284
1058, 1297
1059, 1282
1060, 1292
1061, 1308
1062, 1291
1063, 1302
1064, 1292
1065, 1289
1066, 1276
1067, 1280
1068, 1286
1069, 1291
1070, 1301
1071, 1300
1072, 1282
1073, 1305
1074, 1299
1075, 1281
1076, 1299
1077, 1290
1078, 1322
1079, 1283
1080, 1297
1081, 1294
1082, 1307
1083, 1341
1084, 1286
1085, 1294
1086, 1289
1087, 1289
1088, 1308
1089, 1290
1090, 1287
1091, 1332
1092, 1302
1093, 1297
1094, 1293
1095, 1308
1096, 1290
1097, 1331
1098, 1306
1099, 1315
1100, 1336
1101, 1288
1102, 1295
1103, 1313
1104, 1280
1105, 1301
1106, 1398
1107, 1297
1108, 1342
1109, 1287
1110, 1311
1111, 1304
1112, 1292
1113, 1295
1114, 1302
1115, 1305
1116, 1306
1117, 1293
1118, 1343
1119, 1293
1120, 1297
1121, 1296
1122, 1299
1123, 1293
1124, 1298
1125, 1309
1126, 1289
1127, 1292
1128, 1309
1129, 1297
1130, 1290
1131, 1293
1132, 1294
1133, 1299
1134, 1292
1135, 1293
1136, 1295
1137, 1277
1138, 1298
1139, 1286
1140, 1292
1141, 1294
1142, 1291
1143, 1307
1144, 1297
1145, 1321
1146, 1295
1147, 1335
1148, 1291
1149, 1297
1150, 1295
1151, 1292
1152, 1294
1153, 1304
1154, 1296
1155, 1299
1156, 1293
1157, 1299
1158, 1297
1159, 1299
1160, 1300
1161, 1280
1162, 1305
1163, 1284
1164, 1301
1165, 1294
