Id, Latency
1, 13184
2, 2484
3, 2322
4, 2587
5, 2431
6, 2382
7, 2337
8, 2373
9, 4493
10, 2589
11, 2452
12, 2337
13, 2303
14, 2469
15, 2303
16, 2296
17, 2402
18, 5084
19, 2376
20, 2550
21, 2356
22, 2370
23, 3155
24, 2430
25, 2291
26, 2319
27, 2321
28, 2305
29, 2294
30, 2320
31, 2312
32, 2277
33, 2321
34, 2302
35, 2324
36, 2302
37, 2306
38, 2297
39, 2342
40, 2344
41, 2561
42, 2188
43, 2286
44, 2347
45, 2287
46, 2328
47, 2352
48, 2321
49, 2310
50, 2320
51, 2295
52, 2327
53, 2318
54, 2342
55, 2349
56, 2356
57, 2354
58, 2407
59, 2318
60, 2323
61, 2304
62, 2212
63, 2334
64, 2344
65, 2365
66, 2396
67, 2331
68, 2332
69, 2339
70, 2344
71, 2302
72, 2347
73, 2335
74, 2336
75, 2354
76, 2351
77, 2433
78, 2296
79, 2218
80, 2316
81, 2347
82, 2190
83, 2302
84, 2325
85, 2369
86, 2316
87, 2468
88, 2381
89, 2311
90, 2364
91, 2198
92, 2372
93, 2206
94, 2296
95, 2345
96, 2304
97, 2309
98, 2186
99, 2352
100, 2341
101, 2292
102, 2322
103, 2463
104, 2345
105, 2295
106, 2407
107, 2312
108, 5118
109, 2482
110, 2354
111, 2351
112, 2353
113, 2438
114, 2428
115, 2409
116, 2355
117, 2364
118, 2353
119, 2360
120, 2335
121, 2292
122, 2522
123, 2326
124, 2374
125, 2385
126, 2407
127, 2246
128, 2365
129, 2379
130, 2468
131, 3722
132, 2496
133, 2468
134, 2393
135, 2418
136, 2376
137, 2501
138, 2241
139, 2301
140, 2431
141, 2340
142, 2332
143, 2312
144, 2188
145, 2314
146, 2345
147, 2346
148, 2314
149, 2305
150, 2330
151, 2298
152, 2354
153, 2316
154, 2136
155, 2335
156, 2345
157, 2329
158, 2401
159, 2328
160, 2336
161, 2286
162, 2373
163, 2282
164, 2406
165, 2368
166, 2370
167, 2297
168, 2199
169, 2307
170, 2194
171, 2396
172, 2357
173, 2465
174, 2361
175, 2386
176, 2205
177, 2373
178, 2214
179, 2352
180, 2401
181, 2335
182, 2344
183, 2385
184, 2447
185, 2356
186, 2222
187, 2327
188, 2327
189, 2371
190, 2363
191, 2225
192, 2332
193, 2254
194, 2411
195, 2352
196, 4940
197, 2657
198, 2458
199, 2474
200, 2527
201, 2425
202, 2398
203, 2396
204, 2373
205, 2595
206, 2368
207, 2479
208, 2413
209, 2400
210, 2252
211, 2353
212, 2405
213, 2545
214, 2586
215, 2482
216, 2428
217, 2368
218, 2368
219, 2551
220, 2361
221, 2515
222, 2372
223, 2397
224, 2359
225, 2421
226, 2179
227, 2384
228, 2396
229, 2444
230, 2373
231, 2395
232, 2257
233, 2425
234, 2228
235, 2446
236, 2356
237, 2471
238, 2372
239, 2392
240, 2374
241, 2361
242, 2286
243, 2194
244, 2408
245, 2278
246, 2407
247, 2397
248, 2367
249, 2361
250, 2371
251, 2377
252, 2406
253, 2289
254, 2341
255, 2345
256, 2378
257, 2505
258, 2251
259, 2169
260, 2389
261, 2439
262, 2372
263, 2409
264, 2401
265, 2387
266, 2290
267, 2357
268, 2396
269, 2443
270, 2418
271, 2449
272, 2380
273, 2293
274, 2322
275, 2513
276, 2410
277, 2300
278, 2417
279, 2421
280, 2376
281, 2393
282, 5045
283, 2584
284, 2434
285, 2425
286, 2452
287, 2514
288, 2444
289, 2440
290, 2446
291, 2389
292, 2418
293, 2488
294, 2430
295, 2444
296, 2463
297, 2417
298, 2427
299, 3401
300, 3175
301, 2495
302, 2395
303, 2507
304, 2433
305, 2405
306, 2199
307, 2351
308, 2380
309, 2402
310, 2368
311, 2428
312, 2342
313, 2442
314, 2402
315, 2376
316, 2340
317, 2454
318, 2425
319, 2398
320, 2337
321, 2214
322, 2245
323, 2347
324, 2389
325, 2245
326, 2235
327, 2410
328, 2398
329, 2218
330, 2320
331, 2186
332, 2346
333, 2568
334, 2260
335, 2450
336, 2330
337, 2387
338, 2254
339, 2414
340, 2380
341, 2234
342, 2393
343, 2453
344, 2386
345, 2526
346, 2235
347, 2415
348, 2361
349, 2407
350, 2407
351, 2394
352, 2379
353, 2441
354, 2409
355, 2413
356, 2435
357, 2424
358, 2409
359, 2511
360, 2249
361, 2420
362, 2279
363, 2411
364, 2406
365, 2360
366, 2393
367, 2401
368, 2369
369, 2612
370, 2420
